Form ID	Editor ID	Perk1 EditorID	Perk1 ID	Perk2 EditorID	Perk2 ID	Perk3 EditorID	Perk3 ID	Required Item ID	Required Item Editor ID	Amount	Created Item Form ID	Created Item Editor ID
001ACFAE	co_mod_44_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0003D294	c_Screws	4	001357CB	mod_44_Scope_ScopeShort_Recon
001ACFAE	co_mod_44_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FAB3	c_NuclearMaterial	5	001357CB	mod_44_Scope_ScopeShort_Recon
001ACFAE	co_mod_44_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FAA0	c_FiberOptics	3	001357CB	mod_44_Scope_ScopeShort_Recon
001ACFAE	co_mod_44_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FA9F	c_Crystal	6	001357CB	mod_44_Scope_ScopeShort_Recon
001ACFAE	co_mod_44_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FA9B	c_Circuitry	3	001357CB	mod_44_Scope_ScopeShort_Recon
001ACFAE	co_mod_44_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FAA5	c_Adhesive	6	001357CB	mod_44_Scope_ScopeShort_Recon
001ACFAE	co_mod_44_Scope_ScopeShort_Recon	GunNut04	0016578E	Science01	000264D9			0001FA91	c_Aluminum	8	001357CB	mod_44_Scope_ScopeShort_Recon
001ACFA7	workshop_co_DecorationsFlagWallRailroad							001223C7	c_Cloth	5	0017FE4D	FlagWallRailroad
001ACFA6	workshop_co_DecorationsFlagWallMinutemen							001223C7	c_Cloth	5	0016BD71	FlagWallMinutemen01
001ACFA5	workshop_co_DecorationsFlagWallInstitute							001223C7	c_Cloth	5	001824E1	FlagWallInstitute
001ACFA4	workshop_co_DecorationsFlagUSA							001223C7	c_Cloth	5	0017FE29	FlagWallUSA
001ABC60	co_mod_armor_RailroadSWAT_Lining_Torso_ResistanceRadiation	Armorer02	0004B255	Science01	000264D9			0003D294	c_Screws	4	001ABC56	mod_armor_RailroadSWAT_Lining_Torso_ResistanceRadiation
001ABC60	co_mod_armor_RailroadSWAT_Lining_Torso_ResistanceRadiation	Armorer02	0004B255	Science01	000264D9			0001FAAD	c_Lead	8	001ABC56	mod_armor_RailroadSWAT_Lining_Torso_ResistanceRadiation
001ABC60	co_mod_armor_RailroadSWAT_Lining_Torso_ResistanceRadiation	Armorer02	0004B255	Science01	000264D9			0001FAA5	c_Adhesive	6	001ABC56	mod_armor_RailroadSWAT_Lining_Torso_ResistanceRadiation
001ABC5C	co_mod_armor_RailroadSWAT_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			001223C7	c_Cloth	6	001ABC52	mod_armor_RailroadSWAT_Lining_Torso_Mesh_BioComm
001ABC5C	co_mod_armor_RailroadSWAT_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			0001FA9B	c_Circuitry	8	001ABC52	mod_armor_RailroadSWAT_Lining_Torso_Mesh_BioComm
001ABC5C	co_mod_armor_RailroadSWAT_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			0001FA91	c_Aluminum	12	001ABC52	mod_armor_RailroadSWAT_Lining_Torso_Mesh_BioComm
001ABC5C	co_mod_armor_RailroadSWAT_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			0001FAA5	c_Adhesive	8	001ABC52	mod_armor_RailroadSWAT_Lining_Torso_Mesh_BioComm
001ABC5B	co_mod_armor_RailroadSWAT_Lining_Torso_Lighter							0001FA9D	c_Cork	4	001ABC51	mod_armor_RailroadSWAT_Lining_Torso_Lighter
001ABC5B	co_mod_armor_RailroadSWAT_Lining_Torso_Lighter							0001FAA5	c_Adhesive	3	001ABC51	mod_armor_RailroadSWAT_Lining_Torso_Lighter
001ABC5B	co_mod_armor_RailroadSWAT_Lining_Torso_Lighter							0001FAB9	c_Rubber	3	001ABC51	mod_armor_RailroadSWAT_Lining_Torso_Lighter
001ABC5B	co_mod_armor_RailroadSWAT_Lining_Torso_Lighter							0001FAA1	c_Fiberglass	4	001ABC51	mod_armor_RailroadSWAT_Lining_Torso_Lighter
001ABC5A	co_mod_armor_RailroadSWAT_Lining_Torso_ImprovedCarryCapacity							0001FAAE	c_Leather	4	001ABC50	mod_armor_RailroadSWAT_Lining_Torso_ImprovedCarryCapacity
001ABC5A	co_mod_armor_RailroadSWAT_Lining_Torso_ImprovedCarryCapacity							001223C7	c_Cloth	4	001ABC50	mod_armor_RailroadSWAT_Lining_Torso_ImprovedCarryCapacity
001ABC5A	co_mod_armor_RailroadSWAT_Lining_Torso_ImprovedCarryCapacity							0001FAA5	c_Adhesive	3	001ABC50	mod_armor_RailroadSWAT_Lining_Torso_ImprovedCarryCapacity
001AB892	co_PA_T60_Helmet_Headlamp_Blue	Science01	000264D9					0001FA91	c_Aluminum	1	001A5D22	PA_T60_Helmet_Headlamp_Blue
001AB892	co_PA_T60_Helmet_Headlamp_Blue	Science01	000264D9					0001FAA0	c_FiberOptics	1	001A5D22	PA_T60_Helmet_Headlamp_Blue
001AB892	co_PA_T60_Helmet_Headlamp_Blue	Science01	000264D9					0001FA9C	c_Copper	1	001A5D22	PA_T60_Helmet_Headlamp_Blue
001AB281	co_mod_LaserMusket_Receiver_5	Science03	000264DB					0003D294	c_Screws	7	000A0668	mod_LaserMusket_Receiver_5
001AB281	co_mod_LaserMusket_Receiver_5	Science03	000264DB					0001FAB4	c_Oil	6	000A0668	mod_LaserMusket_Receiver_5
001AB281	co_mod_LaserMusket_Receiver_5	Science03	000264DB					0001FAB0	c_Gears	7	000A0668	mod_LaserMusket_Receiver_5
001AB281	co_mod_LaserMusket_Receiver_5	Science03	000264DB					0001FAA5	c_Adhesive	5	000A0668	mod_LaserMusket_Receiver_5
001AB281	co_mod_LaserMusket_Receiver_5	Science03	000264DB					0001FA91	c_Aluminum	9	000A0668	mod_LaserMusket_Receiver_5
001AB280	co_mod_LaserMusket_Receiver_4	Science02	000264DA					0003D294	c_Screws	6	000A0667	mod_LaserMusket_Receiver_4
001AB280	co_mod_LaserMusket_Receiver_4	Science02	000264DA					0001FAB4	c_Oil	5	000A0667	mod_LaserMusket_Receiver_4
001AB280	co_mod_LaserMusket_Receiver_4	Science02	000264DA					0001FAB0	c_Gears	6	000A0667	mod_LaserMusket_Receiver_4
001AB280	co_mod_LaserMusket_Receiver_4	Science02	000264DA					0001FAA5	c_Adhesive	4	000A0667	mod_LaserMusket_Receiver_4
001AB280	co_mod_LaserMusket_Receiver_4	Science02	000264DA					0001FA91	c_Aluminum	8	000A0667	mod_LaserMusket_Receiver_4
001A7CB0	co_mod_armor_DCGuard_Lining_Torso_ResistanceRadiation	Armorer02	0004B255	Science01	000264D9			0003D294	c_Screws	4	001A7C3B	mod_armor_DCGuard_Lining_Torso_ResistanceRadiation
001A7CB0	co_mod_armor_DCGuard_Lining_Torso_ResistanceRadiation	Armorer02	0004B255	Science01	000264D9			0001FAAD	c_Lead	8	001A7C3B	mod_armor_DCGuard_Lining_Torso_ResistanceRadiation
001A7CB0	co_mod_armor_DCGuard_Lining_Torso_ResistanceRadiation	Armorer02	0004B255	Science01	000264D9			0001FAA5	c_Adhesive	6	001A7C3B	mod_armor_DCGuard_Lining_Torso_ResistanceRadiation
001A7CAC	co_mod_armor_DCGuard_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			001223C7	c_Cloth	6	001A7C22	mod_armor_DCGuard_Lining_Torso_Mesh_BioComm
001A7CAC	co_mod_armor_DCGuard_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			0001FA9B	c_Circuitry	8	001A7C22	mod_armor_DCGuard_Lining_Torso_Mesh_BioComm
001A7CAC	co_mod_armor_DCGuard_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			0001FA91	c_Aluminum	12	001A7C22	mod_armor_DCGuard_Lining_Torso_Mesh_BioComm
001A7CAC	co_mod_armor_DCGuard_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			0001FAA5	c_Adhesive	8	001A7C22	mod_armor_DCGuard_Lining_Torso_Mesh_BioComm
001A7CAB	co_mod_armor_DCGuard_Lining_Torso_Lighter							0001FA9D	c_Cork	4	001A7C21	mod_armor_DCGuard_Lining_Torso_Lighter
001A7CAB	co_mod_armor_DCGuard_Lining_Torso_Lighter							0001FAA5	c_Adhesive	3	001A7C21	mod_armor_DCGuard_Lining_Torso_Lighter
001A7CAB	co_mod_armor_DCGuard_Lining_Torso_Lighter							0001FAB9	c_Rubber	3	001A7C21	mod_armor_DCGuard_Lining_Torso_Lighter
001A7CAB	co_mod_armor_DCGuard_Lining_Torso_Lighter							0001FAA1	c_Fiberglass	4	001A7C21	mod_armor_DCGuard_Lining_Torso_Lighter
001A7C9F	co_mod_armor_DCGuard_Lining_Torso_ImprovedCarryCapacity							0001FAAE	c_Leather	4	001A7C20	mod_armor_DCGuard_Lining_Torso_ImprovedCarryCapacity
001A7C9F	co_mod_armor_DCGuard_Lining_Torso_ImprovedCarryCapacity							001223C7	c_Cloth	4	001A7C20	mod_armor_DCGuard_Lining_Torso_ImprovedCarryCapacity
001A7C9F	co_mod_armor_DCGuard_Lining_Torso_ImprovedCarryCapacity							0001FAA5	c_Adhesive	3	001A7C20	mod_armor_DCGuard_Lining_Torso_ImprovedCarryCapacity
001A60CB	co_PA_T60_Helmet_Headlamp_VaultBoy	Science01	000264D9					0001FA91	c_Aluminum	1	001A5D26	PA_T60_Helmet_Headlamp_VaultBoy
001A60CB	co_PA_T60_Helmet_Headlamp_VaultBoy	Science01	000264D9					0001FA9C	c_Copper	1	001A5D26	PA_T60_Helmet_Headlamp_VaultBoy
001A60CB	co_PA_T60_Helmet_Headlamp_VaultBoy	Science01	000264D9					0001FAA0	c_FiberOptics	1	001A5D26	PA_T60_Helmet_Headlamp_VaultBoy
001A60CA	co_PA_T60_Helmet_Headlamp_RedTactical	Science01	000264D9					0001FAA0	c_FiberOptics	1	001A60CE	PA_T60_Helmet_Headlamp_RedTactical
001A60CA	co_PA_T60_Helmet_Headlamp_RedTactical	Science01	000264D9					0001FA9C	c_Copper	1	001A60CE	PA_T60_Helmet_Headlamp_RedTactical
001A60CA	co_PA_T60_Helmet_Headlamp_RedTactical	Science01	000264D9					0001FA91	c_Aluminum	1	001A60CE	PA_T60_Helmet_Headlamp_RedTactical
001A60CA	co_PA_T60_Helmet_Headlamp_RedTactical	Science01	000264D9					0001FA9B	c_Circuitry	1	001A60CE	PA_T60_Helmet_Headlamp_RedTactical
001A5D0F	co_PA_T60_Helmet_Headlamp_Purple	Science01	000264D9					0001FA91	c_Aluminum	1	001A5D24	PA_T60_Helmet_Headlamp_Purple
001A5D0F	co_PA_T60_Helmet_Headlamp_Purple	Science01	000264D9					0001FA9C	c_Copper	1	001A5D24	PA_T60_Helmet_Headlamp_Purple
001A5D0F	co_PA_T60_Helmet_Headlamp_Purple	Science01	000264D9					0001FAA0	c_FiberOptics	1	001A5D24	PA_T60_Helmet_Headlamp_Purple
001A5D0C	co_PA_T51_Helmet_Headlamp_Purple	Science01	000264D9					0001FAA0	c_FiberOptics	1	001A5D21	PA_T51_Helmet_Headlamp_Purple
001A5D0C	co_PA_T51_Helmet_Headlamp_Purple	Science01	000264D9					0001FA9C	c_Copper	1	001A5D21	PA_T51_Helmet_Headlamp_Purple
001A5D0C	co_PA_T51_Helmet_Headlamp_Purple	Science01	000264D9					0001FA91	c_Aluminum	1	001A5D21	PA_T51_Helmet_Headlamp_Purple
001A5D0B	co_PA_T51_Helmet_Headlamp_Blue	Science01	000264D9					0001FA91	c_Aluminum	1	001A5D20	PA_T51_Helmet_Headlamp_Blue
001A5D0B	co_PA_T51_Helmet_Headlamp_Blue	Science01	000264D9					0001FA9C	c_Copper	1	001A5D20	PA_T51_Helmet_Headlamp_Blue
001A5D0B	co_PA_T51_Helmet_Headlamp_Blue	Science01	000264D9					0001FAA0	c_FiberOptics	1	001A5D20	PA_T51_Helmet_Headlamp_Blue
001A5D0A	co_PA_T45_Helmet_Headlamp_Purple	Science01	000264D9					0001FA91	c_Aluminum	1	001A5D1F	PA_T45_Helmet_Headlamp_Purple
001A5D0A	co_PA_T45_Helmet_Headlamp_Purple	Science01	000264D9					0001FA9C	c_Copper	1	001A5D1F	PA_T45_Helmet_Headlamp_Purple
001A5D0A	co_PA_T45_Helmet_Headlamp_Purple	Science01	000264D9					0001FAA0	c_FiberOptics	1	001A5D1F	PA_T45_Helmet_Headlamp_Purple
001A5D09	co_PA_T45_Helmet_Headlamp_Blue	Science01	000264D9					0001FA91	c_Aluminum	1	001A5D1E	PA_T45_Helmet_Headlamp_Blue
001A5D09	co_PA_T45_Helmet_Headlamp_Blue	Science01	000264D9					0001FA9C	c_Copper	1	001A5D1E	PA_T45_Helmet_Headlamp_Blue
001A5D09	co_PA_T45_Helmet_Headlamp_Blue	Science01	000264D9					0001FAA0	c_FiberOptics	1	001A5D1E	PA_T45_Helmet_Headlamp_Blue
0019E239	co_mod_armor_VaultTec_Lining_Torso_ResistanceRadiation	Armorer02	0004B255	Science01	000264D9			0003D294	c_Screws	4	0019E22E	mod_armor_VaultTec_Lining_Torso_ResistanceRadiation
0019E239	co_mod_armor_VaultTec_Lining_Torso_ResistanceRadiation	Armorer02	0004B255	Science01	000264D9			0001FAAD	c_Lead	8	0019E22E	mod_armor_VaultTec_Lining_Torso_ResistanceRadiation
0019E239	co_mod_armor_VaultTec_Lining_Torso_ResistanceRadiation	Armorer02	0004B255	Science01	000264D9			0001FAA5	c_Adhesive	6	0019E22E	mod_armor_VaultTec_Lining_Torso_ResistanceRadiation
0019E234	co_mod_armor_VaultTec_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			001223C7	c_Cloth	6	0019E22A	mod_armor_VaultTec_Lining_Torso_Mesh_BioComm
0019E234	co_mod_armor_VaultTec_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			0001FA9B	c_Circuitry	8	0019E22A	mod_armor_VaultTec_Lining_Torso_Mesh_BioComm
0019E234	co_mod_armor_VaultTec_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			0001FA91	c_Aluminum	12	0019E22A	mod_armor_VaultTec_Lining_Torso_Mesh_BioComm
0019E234	co_mod_armor_VaultTec_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			0001FAA5	c_Adhesive	8	0019E22A	mod_armor_VaultTec_Lining_Torso_Mesh_BioComm
0019E233	co_mod_armor_VaultTec_Lining_Torso_Lighter							0001FA9D	c_Cork	4	0019E228	mod_armor_VaultTec_Lining_Torso_Lighter
0019E233	co_mod_armor_VaultTec_Lining_Torso_Lighter							0001FAA5	c_Adhesive	3	0019E228	mod_armor_VaultTec_Lining_Torso_Lighter
0019E233	co_mod_armor_VaultTec_Lining_Torso_Lighter							0001FAB9	c_Rubber	3	0019E228	mod_armor_VaultTec_Lining_Torso_Lighter
0019E233	co_mod_armor_VaultTec_Lining_Torso_Lighter							0001FAA1	c_Fiberglass	4	0019E228	mod_armor_VaultTec_Lining_Torso_Lighter
0019E232	co_mod_armor_VaultTec_Lining_Torso_ImprovedCarryCapacity							0001FAAE	c_Leather	4	0019E226	mod_armor_VaultTec_Lining_Torso_ImprovedCarryCapacity
0019E232	co_mod_armor_VaultTec_Lining_Torso_ImprovedCarryCapacity							001223C7	c_Cloth	4	0019E226	mod_armor_VaultTec_Lining_Torso_ImprovedCarryCapacity
0019E232	co_mod_armor_VaultTec_Lining_Torso_ImprovedCarryCapacity							0001FAA5	c_Adhesive	3	0019E226	mod_armor_VaultTec_Lining_Torso_ImprovedCarryCapacity
0019DB6D	co_PA_T51_Helmet_Headlamp_VaultBoy	Science01	000264D9					0001FA91	c_Aluminum	1	0019DB69	PA_T51_Helmet_Headlamp_VaultBoy
0019DB6D	co_PA_T51_Helmet_Headlamp_VaultBoy	Science01	000264D9					0001FA9C	c_Copper	1	0019DB69	PA_T51_Helmet_Headlamp_VaultBoy
0019DB6D	co_PA_T51_Helmet_Headlamp_VaultBoy	Science01	000264D9					0001FAA0	c_FiberOptics	1	0019DB69	PA_T51_Helmet_Headlamp_VaultBoy
0019DB6C	co_PA_T51_Helmet_Headlamp_RedTactical	Science01	000264D9					0001FA91	c_Aluminum	1	0019DB68	PA_T51_Helmet_Headlamp_RedTactical
0019DB6C	co_PA_T51_Helmet_Headlamp_RedTactical	Science01	000264D9					0001FA9C	c_Copper	1	0019DB68	PA_T51_Helmet_Headlamp_RedTactical
0019DB6C	co_PA_T51_Helmet_Headlamp_RedTactical	Science01	000264D9					0001FAA0	c_FiberOptics	1	0019DB68	PA_T51_Helmet_Headlamp_RedTactical
0019DB6C	co_PA_T51_Helmet_Headlamp_RedTactical	Science01	000264D9					0001FA9B	c_Circuitry	1	0019DB68	PA_T51_Helmet_Headlamp_RedTactical
0019D97F	co_PA_X01_Helmet_Headlamp							0001FA91	c_Aluminum	1	0016B6E5	PA_X01_Helmet_Headlamp
0019D97F	co_PA_X01_Helmet_Headlamp							0001FA9C	c_Copper	1	0016B6E5	PA_X01_Helmet_Headlamp
0019D97F	co_PA_X01_Helmet_Headlamp							0001FAA0	c_FiberOptics	1	0016B6E5	PA_X01_Helmet_Headlamp
0019D926	co_PA_T60_Helmet_Headlamp_Bright	Science01	000264D9					0001FAB3	c_NuclearMaterial	1	0019B652	PA_T60_Helmet_Headlamp_Bright
0019D926	co_PA_T60_Helmet_Headlamp_Bright	Science01	000264D9					0001FA91	c_Aluminum	1	0019B652	PA_T60_Helmet_Headlamp_Bright
0019D926	co_PA_T60_Helmet_Headlamp_Bright	Science01	000264D9					0001FA9C	c_Copper	1	0019B652	PA_T60_Helmet_Headlamp_Bright
0019D926	co_PA_T60_Helmet_Headlamp_Bright	Science01	000264D9					0001FAA0	c_FiberOptics	1	0019B652	PA_T60_Helmet_Headlamp_Bright
0019D8D6	co_PA_T60_Helmet_Headlamp							0001FA91	c_Aluminum	1	001507B4	PA_T60_Helmet_Headlamp
0019D8D6	co_PA_T60_Helmet_Headlamp							0001FA9C	c_Copper	1	001507B4	PA_T60_Helmet_Headlamp
0019D8D6	co_PA_T60_Helmet_Headlamp							0001FAA0	c_FiberOptics	1	001507B4	PA_T60_Helmet_Headlamp
0019D8D4	co_PA_T51_Helmet_Headlamp_Bright	Science01	000264D9					0001FA91	c_Aluminum	1	0019B651	PA_T51_Helmet_Headlamp_Bright
0019D8D4	co_PA_T51_Helmet_Headlamp_Bright	Science01	000264D9					0001FA9C	c_Copper	1	0019B651	PA_T51_Helmet_Headlamp_Bright
0019D8D4	co_PA_T51_Helmet_Headlamp_Bright	Science01	000264D9					0001FAA0	c_FiberOptics	1	0019B651	PA_T51_Helmet_Headlamp_Bright
0019D8D4	co_PA_T51_Helmet_Headlamp_Bright	Science01	000264D9					0001FAB3	c_NuclearMaterial	1	0019B651	PA_T51_Helmet_Headlamp_Bright
0019D8D2	co_PA_T51_Helmet_Headlamp							0001FA9C	c_Copper	1	0016B6E6	PA_T51_Helmet_Headlamp
0019D8D2	co_PA_T51_Helmet_Headlamp							0001FAA0	c_FiberOptics	1	0016B6E6	PA_T51_Helmet_Headlamp
0019D8D2	co_PA_T51_Helmet_Headlamp							0001FA91	c_Aluminum	1	0016B6E6	PA_T51_Helmet_Headlamp
0019D8D0	co_PA_T45_Helmet_Headlamp_VaultBoy	Science01	000264D9					0001FAA0	c_FiberOptics	1	0019D364	PA_T45_Helmet_Headlamp_VaultBoy
0019D8D0	co_PA_T45_Helmet_Headlamp_VaultBoy	Science01	000264D9					0001FA91	c_Aluminum	1	0019D364	PA_T45_Helmet_Headlamp_VaultBoy
0019D8D0	co_PA_T45_Helmet_Headlamp_VaultBoy	Science01	000264D9					0001FA9C	c_Copper	1	0019D364	PA_T45_Helmet_Headlamp_VaultBoy
0019D8CE	co_PA_T45_Helmet_Headlamp_RedTactical	Science01	000264D9					0001FAA0	c_FiberOptics	1	0019D363	PA_T45_Helmet_Headlamp_RedTactical
0019D8CE	co_PA_T45_Helmet_Headlamp_RedTactical	Science01	000264D9					0001FA91	c_Aluminum	1	0019D363	PA_T45_Helmet_Headlamp_RedTactical
0019D8CE	co_PA_T45_Helmet_Headlamp_RedTactical	Science01	000264D9					0001FA9C	c_Copper	1	0019D363	PA_T45_Helmet_Headlamp_RedTactical
0019D8CE	co_PA_T45_Helmet_Headlamp_RedTactical	Science01	000264D9					0001FA9B	c_Circuitry	1	0019D363	PA_T45_Helmet_Headlamp_RedTactical
0019D8CA	co_PA_T45_Helmet_Headlamp_Bright	Science01	000264D9					0001FA91	c_Aluminum	1	0019B650	PA_T45_Helmet_Headlamp_Bright
0019D8CA	co_PA_T45_Helmet_Headlamp_Bright	Science01	000264D9					0001FA9C	c_Copper	1	0019B650	PA_T45_Helmet_Headlamp_Bright
0019D8CA	co_PA_T45_Helmet_Headlamp_Bright	Science01	000264D9					0001FAA0	c_FiberOptics	1	0019B650	PA_T45_Helmet_Headlamp_Bright
0019D8CA	co_PA_T45_Helmet_Headlamp_Bright	Science01	000264D9					0001FAB3	c_NuclearMaterial	1	0019B650	PA_T45_Helmet_Headlamp_Bright
0019D8C8	co_PA_T45_Helmet_Headlamp							0001FA9C	c_Copper	1	000BEE7C	PA_T45_Helmet_Headlamp
0019D8C8	co_PA_T45_Helmet_Headlamp							0001FAA0	c_FiberOptics	1	000BEE7C	PA_T45_Helmet_Headlamp
0019D8C8	co_PA_T45_Helmet_Headlamp							0001FA91	c_Aluminum	1	000BEE7C	PA_T45_Helmet_Headlamp
0019D662	co_mod_armor_Synth_Helmet_Material_4	Armorer02	0004B255					0003D294	c_Screws	4	0019D3E6	mod_armor_Synth_Helmet_Material_4
0019D662	co_mod_armor_Synth_Helmet_Material_4	Armorer02	0004B255					0001FAB7	c_Plastic	4	0019D3E6	mod_armor_Synth_Helmet_Material_4
0019D662	co_mod_armor_Synth_Helmet_Material_4	Armorer02	0004B255					0001FAA1	c_Fiberglass	8	0019D3E6	mod_armor_Synth_Helmet_Material_4
0019D662	co_mod_armor_Synth_Helmet_Material_4	Armorer02	0004B255					0001FAA5	c_Adhesive	4	0019D3E6	mod_armor_Synth_Helmet_Material_4
0019D661	co_mod_armor_Synth_Helmet_Material_3	Armorer02	0004B255					0003D294	c_Screws	4	0019D3E5	mod_armor_Synth_Helmet_Material_3
0019D661	co_mod_armor_Synth_Helmet_Material_3	Armorer02	0004B255					0001FAB7	c_Plastic	3	0019D3E5	mod_armor_Synth_Helmet_Material_3
0019D661	co_mod_armor_Synth_Helmet_Material_3	Armorer02	0004B255					0001FAA1	c_Fiberglass	6	0019D3E5	mod_armor_Synth_Helmet_Material_3
0019D661	co_mod_armor_Synth_Helmet_Material_3	Armorer02	0004B255					0001FAA5	c_Adhesive	3	0019D3E5	mod_armor_Synth_Helmet_Material_3
0019D660	co_mod_armor_Synth_Helmet_Material_2	Armorer02	0004B255					0003D294	c_Screws	2	0019D3E4	mod_armor_Synth_Helmet_Material_2
0019D660	co_mod_armor_Synth_Helmet_Material_2	Armorer02	0004B255					0001FAB7	c_Plastic	2	0019D3E4	mod_armor_Synth_Helmet_Material_2
0019D660	co_mod_armor_Synth_Helmet_Material_2	Armorer02	0004B255					0001FAA1	c_Fiberglass	4	0019D3E4	mod_armor_Synth_Helmet_Material_2
0019D660	co_mod_armor_Synth_Helmet_Material_2	Armorer02	0004B255					0001FAA5	c_Adhesive	2	0019D3E4	mod_armor_Synth_Helmet_Material_2
0019D65F	co_mod_armor_Synth_Helmet_Material_1							0003D294	c_Screws	2	0019D3E3	mod_armor_Synth_Helmet_Material_1
0019D65F	co_mod_armor_Synth_Helmet_Material_1							0001FAB7	c_Plastic	1	0019D3E3	mod_armor_Synth_Helmet_Material_1
0019D65F	co_mod_armor_Synth_Helmet_Material_1							0001FAA1	c_Fiberglass	2	0019D3E3	mod_armor_Synth_Helmet_Material_1
0019D65F	co_mod_armor_Synth_Helmet_Material_1							0001FAA5	c_Adhesive	1	0019D3E3	mod_armor_Synth_Helmet_Material_1
0019B818	co_mod_armor_Combat_Helmet_Material_3	Armorer02	0004B255					0001FABD	c_Steel	8	0019B811	mod_armor_Combat_Helmet_Material_3
0019B818	co_mod_armor_Combat_Helmet_Material_3	Armorer02	0004B255					0001FAAE	c_Leather	8	0019B811	mod_armor_Combat_Helmet_Material_3
0019B818	co_mod_armor_Combat_Helmet_Material_3	Armorer02	0004B255					001223C7	c_Cloth	8	0019B811	mod_armor_Combat_Helmet_Material_3
0019B818	co_mod_armor_Combat_Helmet_Material_3	Armorer02	0004B255					0001FAA5	c_Adhesive	4	0019B811	mod_armor_Combat_Helmet_Material_3
0019B817	co_mod_armor_Combat_Helmet_Material_2	Armorer02	0004B255					0001FABD	c_Steel	4	0019B810	mod_armor_Combat_Helmet_Material_2
0019B817	co_mod_armor_Combat_Helmet_Material_2	Armorer02	0004B255					0001FAAE	c_Leather	4	0019B810	mod_armor_Combat_Helmet_Material_2
0019B817	co_mod_armor_Combat_Helmet_Material_2	Armorer02	0004B255					001223C7	c_Cloth	4	0019B810	mod_armor_Combat_Helmet_Material_2
0019B817	co_mod_armor_Combat_Helmet_Material_2	Armorer02	0004B255					0001FAA5	c_Adhesive	2	0019B810	mod_armor_Combat_Helmet_Material_2
0019B816	co_mod_armor_Combat_Helmet_Material_1B	Armorer02	0004B255					0001FABD	c_Steel	2	0019B80F	mod_armor_Combat_Helmet_Material_1B
0019B816	co_mod_armor_Combat_Helmet_Material_1B	Armorer02	0004B255					0001FAB4	c_Oil	2	0019B80F	mod_armor_Combat_Helmet_Material_1B
0019B816	co_mod_armor_Combat_Helmet_Material_1B	Armorer02	0004B255					0001FAAE	c_Leather	2	0019B80F	mod_armor_Combat_Helmet_Material_1B
0019B816	co_mod_armor_Combat_Helmet_Material_1B	Armorer02	0004B255					001223C7	c_Cloth	2	0019B80F	mod_armor_Combat_Helmet_Material_1B
0019B816	co_mod_armor_Combat_Helmet_Material_1B	Armorer02	0004B255					0001FAA5	c_Adhesive	1	0019B80F	mod_armor_Combat_Helmet_Material_1B
0019B815	co_mod_armor_Combat_Helmet_Material_1							0001FABD	c_Steel	2	0019B80E	mod_armor_Combat_Helmet_Material_1
0019B815	co_mod_armor_Combat_Helmet_Material_1							0001FAAE	c_Leather	2	0019B80E	mod_armor_Combat_Helmet_Material_1
0019B815	co_mod_armor_Combat_Helmet_Material_1							001223C7	c_Cloth	2	0019B80E	mod_armor_Combat_Helmet_Material_1
0019B815	co_mod_armor_Combat_Helmet_Material_1							0001FAA5	c_Adhesive	1	0019B80E	mod_armor_Combat_Helmet_Material_1
0019B45E	co_mod_armor_Synth_Lining_Torso_ResistanceRadiation	Armorer02	0004B255	Science01	000264D9			0001FAA5	c_Adhesive	6	00195918	mod_armor_Synth_Lining_Torso_ResistanceRadiation
0019B45E	co_mod_armor_Synth_Lining_Torso_ResistanceRadiation	Armorer02	0004B255	Science01	000264D9			0001FAAD	c_Lead	8	00195918	mod_armor_Synth_Lining_Torso_ResistanceRadiation
0019B45E	co_mod_armor_Synth_Lining_Torso_ResistanceRadiation	Armorer02	0004B255	Science01	000264D9			0003D294	c_Screws	4	00195918	mod_armor_Synth_Lining_Torso_ResistanceRadiation
0019B45A	co_mod_armor_Synth_Lining_Torso_Mesh_BioComm	Armorer04	001797EA	Science02	000264DA			0001FAA5	c_Adhesive	8	0019591C	mod_armor_Synth_Lining_Torso_Mesh_BioComm
