Form ID	Editor ID	Leaf Amplitude	Leaf Frequency	Trunk Flexibility	Branch Flexibility	Leaf Flexibility	Trunk Amplitude	Front Amplitude	Back Amplitude	Side Amplitude	Front Frequency	Back Frequency	Side Frequency
FormID: 001B5EB1	V111FloorStripeRestricted03	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5EA6	V111SignLabelC09	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5EA5	V111SignLabelC10	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5EA4	V111SignLabelC11	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5EA3	V111SignLabelC12	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5EA2	V111SignLabelC13	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5EA1	V111SignLabelC14	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5EA0	V111FloorStripeRestricted02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5E98	V111RPit2StairsRaisedMid02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5E97	V111RPit2RaisedMid020000	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5E93	V111CryoTanks01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5E92	V111RPit2RaisedMid02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5AD0	FountainStatueA04	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5ACF	FountainStatueA03	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5ACE	FountainStatueA02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5ACD	FountainStatueA01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5A3E	NatYangtzeMapDot01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5A3D	NatYangtzeMap01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B51A6	Esplanade_Bld22LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B51A4	Esplanade_Bld21LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B51A2	Esplanade_Bld20LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B51A0	Esplanade_Bld19LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B519E	Esplanade_Bld18LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B519C	Esplanade_Bld17LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B519A	Esplanade_Bld16LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5198	Esplanade_Bld15LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5196	Esplanade_Bld14LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5194	Esplanade_Bld13LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5177	Esplanade_Bld12LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5175	Esplanade_Bld11LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5173	Esplanade_Bld10LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5171	Esplanade_Bld09LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B516F	EsplanadeBurrage_Bld08LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B516D	Esplanade_Bld07LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B516B	Esplanade_Bld05LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5169	Esplanade_Bld06LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5167	esplanadePOI_Bld04LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5165	esplanadePOI_Bld03LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5163	EsplanadePOI_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5161	EsplanadePOI_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5152	HitExtAStainsCornerD2x1	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5151	HitExtAStainsCornerD1x1	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B514A	HitExtAStainsCornerD4x1	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B5143	InsBioChamberIncompletePost01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4AC4	workshop_JunkWall03A	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4AC1	workshop_JunkWallDoor01A	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4AC0	workshop_JunkWallDoor01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4ABF	workshop_JunkWallCorner01A	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4ABE	workshop_JunkWallCorner01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4ABD	workshop_JunkWall03	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4ABC	workshop_JunkWall02A	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4ABB	workshop_JunkWall02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4ABA	workshop_JunkWall01A	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4AB9	workshop_JunkWall01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4971	CarCoupe05_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4970	CarCoupe04_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B496F	CarCoupe03_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B496E	CarCoupe02_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B496D	CarCoupe01_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B48A3	BackBay15_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4894	BackBay25_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4893	BackBay24_Bld03LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4892	BackBay24_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4891	BackBay24_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4890	BackBay23_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B488F	BackBay22_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B488E	BackBay21_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B488D	BackBay20_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B488C	BackBay18_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B488B	BackBay18_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B488A	BackBay15_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4889	BackBay14_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4888	BackBay10_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4887	BackBay09_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B4886	BackBay07_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B442C	SignFreedomTrailStart01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B39DB	WorkshopEditorCP02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B39DA	WorkshopEditorCP01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B3995	CITOccluderTest	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B37ED	RWPieceOverlayACurveFree01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B37C4	RWPieceOverlayAStr02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B37C2	RWPieceOverlayAStr01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B37BF	RWPieceOverlayARoundIn02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B318C	HitExtACornerCShortDmg01Full	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B318A	HitExtACornerCDmg01Full	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2DB1	BackBayPGarage_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2DAF	BackBayPGarage_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2DAD	BackBay19_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2DAB	BackBay12_Bld03LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2DA9	BackBay12_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2DA7	BackBay11_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2DA5	BackBay11_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2DA3	BackBay08_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2DA1	BackBay06_Bld05LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D9F	BackBay06_Bld03LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D9D	BackBay06_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D9B	BackBay06_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D99	BackBay05_Bld03LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D97	BackBay05_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D95	BackBay04_Bld04LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D93	BackBay04_Bld03LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D91	BackBay04_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D8F	BackBay04_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D8D	BackBay03_Bld03LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D8B	BackBay03_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D89	BackBay03_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2D87	BackBay02_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2CBC	DirtCliffTopShelfSm01_WetRockSand	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2BFF	FirstAidKit_StaticBase	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2BFE	FirstAidKitVandelized_StaticLid	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2BFD	FirstAidKitVandelized_StaticBase	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2BFC	FirstAidKit_StaticLid	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2B11	HitExtAFloorCircleB01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2B0E	HitExtACornerDDmg01Full	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2B0D	HitExtACornerDShortDmg01Full	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B23CB	HitExtACornerBDmg01Full	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B23C7	HitExtACornerBTallDmgPanels03	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B237D	CarCoupe01_Prewar	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B2244	MinDefendCastleVertibirdSpawnMarker	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1FA2	HitExtACornerADmg01Full	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1F4E	Theater42LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1F4B	Theater30LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1F4A	Theater08LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1F49	Theater38LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1F48	Theater35LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1F47	Theater40LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1F46	Theater39LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1F45	Theater49LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1F44	Theater44LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1F43	Theater47LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1F42	Theater46LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1F41	Theater41LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1954	BrokenStatueBits01_Waist_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1953	BrokenStatueBits01_Leg02_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1952	BrokenStatueBits01_Leg01_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1951	BrokenStatueBits01_Jaw_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B1950	BrokenStatueBits01_Head02_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B194F	BrokenStatueBits01_Head01_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B194E	BrokenStatueBits01_Hand_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B194D	BrokenStatueBits01_Foot_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B194C	BrokenStatueBits01_Chest_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B194B	BrokenStatueBits01_Arm02_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B194A	BrokenStatueBits01_Arm01_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B154F	Theater16LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0FEE	V111RPit2WallMid02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0FE1	HitExtACornerCTallDmg01Full	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0FE0	HitExtACornerBTallDmg01Full	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0296	Theater33_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0294	Theater25_MedCenter_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0292	Theater24LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0290	Theater23LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B028E	Theater22LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B028C	Theater19LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B028A	Theater18LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0288	Theater15LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0286	Theater12_Bld04LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0284	Theater12_Bld03LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0282	Theater12_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0280	Theater12_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B027E	Theater05LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B027C	Theater04LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B027A	Theater02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0278	Theater00LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B01D5	GrassMoundFull01_Gravel	5.000000	3.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001B0151	TheaterHitExtLobbySmADoor01Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AEF13	BOSBarricadeWallGate01Open	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AEEE7	BOSBarricadeWallGate02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AEEE3	BOSBarricadeWallGate01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AEEDF	BOSBarricadeWallPlatform01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AEBA8	ResNCA2FLWallA01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AEB6E	ResNCA2FLWallB03	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AEB6D	ResNCA2FLWallB04	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AEB64	ResNCA1FLWallA03	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AEB63	ResNCA1FLWallA04	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE92D	BldgShellMetalRoofMid01Flat01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE928	BldgPlywoodDoorCity01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE24D	PowerLiftMiniGantryStairs02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE24C	PowerLiftMiniGantryPlatform01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE244	PowerLiftMiniGantrySupports01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE243	PowerLiftMiniGantryStairs01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE242	PowerLiftMiniCartPanelSide01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE241	PowerLiftMiniCartPanelBack01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE1F4	Beercrate_Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE17A	ShackGuardTower	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE159	HighTechCubicleTerminal_Broken02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE158	HighTechCubicleTerminal_Broken01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AE0CD	CartDiagnosticGarage02	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001ADE07	SignHardwareTown01	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001ADB23	TrashPileWall03_nochunks	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001ADB22	TrashPileWall01_nochunks	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001ADB21	TrashPileCorIn01_nochunks	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001ADB20	TrashPileWall02_nochunks	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001ADB1F	TrashClump03_nochunks	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001ADB1E	TrashEdge04_nochunks	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001ADB1D	TrashEdge03_Nochunks	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD8FD	TEMP_TelevisionTrailer_TEMP	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD867	Cambridge40_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD865	Cambridge48_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD862	Cambridge51_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD860	Cambridge34_Bld05LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD85E	Cambridge40_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD85C	Cambridge38_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD85A	Cambridge37_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD858	Cambridge51_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD856	Cambridge54_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD854	Cambridge53_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD852	Cambridge53_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD850	Cambridge52_Bld03LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD84E	Cambridge52_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD84C	Cambridge52_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD84A	Cambridge34_Bld04LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD848	Cambridge34_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD846	Cambridge34_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD844	Cambridge32_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD842	Cambridge32_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD840	Cambridge12_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD83E	Cambridge46_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD83C	Cambridge41_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD83A	Cambridge41_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD838	Cambridge49_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD836	Cambridge49_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD834	Cambridge45_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD832	Cambridge36_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD830	Cambridge22_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD82E	Cambridge22_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD82C	Cambridge23_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD82A	Cambridge27_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD828	Cambridge29_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD826	Cambridge29_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD824	Cambridge37_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD72F	NPCChairMemoryLoungeSit01Static	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD54B	Cambridge31_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD54A	Cambridge26_Bld03LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD549	Cambridge26_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD548	Cambridge26_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD547	Cambridge25_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD546	Cambridge24_Bld03LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD545	Cambridge24_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD544	Cambridge19_Bld03LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD543	Cambridge19_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD542	Cambridge19_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD541	Cambridge15_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD540	Cambridge15_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD53F	Cambridge09_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD53E	Cambridge09_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD53D	Cambridge08_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD53C	Cambridge07_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD53B	Cambridge06_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD53A	Cambridge06_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD539	Cambridge05_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD538	Cambridge05_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD537	Cambridge04_Bld02LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
FormID: 001AD536	Cambridge04_Bld01LOD	1.000000	1.000000	--	--	--	--	--	--	--	--	--	--
